accuracy,loss,val_accuracy,val_loss,learning_rate
0.2857142984867096,1.7023930549621582,0.4864864945411682,1.353602409362793,0.0010000000474974513
0.5657142996788025,1.1609991788864136,0.6486486196517944,0.8791887164115906,0.0010000000474974513
0.7371428608894348,0.7967877984046936,0.9189189076423645,0.3778206408023834,0.0010000000474974513
0.9142857193946838,0.2970467209815979,0.9459459185600281,0.23831674456596375,0.0010000000474974513
0.977142870426178,0.10052371770143509,0.9459459185600281,0.2690223157405853,0.0010000000474974513
0.9942857027053833,0.027727315202355385,0.9459459185600281,0.4107413589954376,0.0010000000474974513
0.9942857027053833,0.022259477525949478,0.9459459185600281,0.5344624519348145,0.0010000000474974513
1.0,0.012546824291348457,0.9459459185600281,0.46941325068473816,0.0005000000237487257
1.0,0.0038995344657450914,0.9459459185600281,0.3845979869365692,0.0005000000237487257
0.9942857027053833,0.017371952533721924,0.9459459185600281,0.35321369767189026,0.0005000000237487257
